HUMIDITY,       PH,     RAIN,TEMPARATURE,        N,        P,        K
8,1.71,380,31.36,0,0,31
7,1.7,380,31.36,0,0,33
8,1.71,380,31.36,0,26,36
9,1.7,381,31.36,0,0,35
7,1.72,380,32.34,0,27,33
7,1.7,380,31.36,0,25,32
6,1.75,381,31.36,0,0,33
7,1.7,381,31.85,0,25,36
9,1.71,381,31.36,0,24,33
8,1.7,381,31.85,0,0,32
8,1.7,380,31.85,0,23,34
8,1.72,380,31.85,0,24,33
8,1.72,380,31.36,0,27,35
6,1.71,380,31.36,0,26,33
8,1.71,380,31.36,0,0,32
6,1.69,380,31.85,0,32,33
5,1.72,380,31.36,0,24,33
7,1.74,381,31.85,0,25,34
7,1.7,381,31.85,0,25,33
10,1.72,381,31.85,0,24,34
7,1.7,381,31.36,0,29,33
7,1.69,381,31.36,0,26,33
5,1.7,381,31.36,0,27,34
8,1.67,381,32.34,0,25,35
7,1.69,381,31.36,0,24,34
8,1.67,382,31.36,0,0,34
7,1.7,382,31.85,0,23,34
7,1.7,382,31.85,0,24,33
8,1.7,381,31.36,0,26,33
7,1.67,381,31.85,0,24,32
7,1.72,381,31.85,0,27,33
6,1.67,382,31.36,0,24,33
9,1.7,382,31.85,0,25,33
7,1.72,382,31.36,0,25,34
8,1.7,382,31.36,0,24,30
7,1.7,383,31.85,0,27,33
7,1.71,382,31.85,0,28,35
7,1.68,382,31.85,0,31,33
8,1.67,383,31.36,0,27,33
7,1.71,383,31.85,0,25,31
7,1.67,382,31.36,0,26,33
8,1.7,383,31.36,0,24,29
7,1.7,382,31.85,0,26,34
6,1.7,383,31.85,0,0,34
6,1.67,383,31.85,0,25,33
6,1.68,383,31.36,0,26,33
8,1.67,383,31.85,0,29,33
7,1.64,384,31.36,0,25,33
6,1.7,383,31.85,0,25,34
8,1.67,383,31.36,0,26,34
8,1.69,384,30.38,0,25,7
9,1.66,384,31.85,0,31,7
8,1.69,384,31.85,0,28,33
8,1.67,384,31.85,0,26,34
8,1.71,384,31.36,0,26,33
8,1.7,383,31.36,0,28,32
7,1.69,384,32.34,0,24,34
7,1.64,384,31.85,0,26,33
8,1.68,385,31.85,0,24,34
9,1.64,385,31.85,0,29,34
7,1.67,385,31.36,0,27,32
7,1.66,384,32.34,0,31,33
7,1.7,385,31.36,0,25,33
6,1.67,385,31.85,0,23,31
8,1.66,384,32.34,0,28,33
7,1.63,385,31.36,0,23,33
8,1.64,385,32.34,0,28,33
8,1.65,384,31.85,0,26,32
7,1.7,385,31.36,0,28,7
7,1.65,384,31.36,0,31,35
7,1.63,384,31.36,0,30,34
8,1.67,385,30.87,0,25,33
9,1.67,384,30.87,0,27,34
8,1.64,384,31.36,0,23,30
8,1.63,384,31.36,0,29,33
8,1.62,385,30.87,0,0,32
7,1.65,384,31.85,0,32,33
8,1.62,384,31.36,0,28,36
7,1.68,384,31.85,0,32,33
7,1.61,385,30.87,0,27,32
7,1.62,385,31.36,0,0,31
8,1.62,386,31.85,0,26,33
7,1.65,386,31.36,0,29,32
8,1.62,386,31.85,0,23,31
7,1.63,386,31.36,0,26,34
6,1.63,386,31.85,0,23,33
8,1.58,386,31.85,0,28,34
8,1.63,386,31.36,0,27,33
5,1.61,386,31.36,0,28,33
6,1.64,387,31.85,0,24,32
7,1.62,387,31.85,0,24,34
7,1.61,387,31.36,0,29,34
7,1.63,387,31.85,0,27,35
5,1.6,387,30.87,0,31,33
7,1.6,386,31.36,0,28,33
7,1.59,387,31.85,0,0,35
8,1.6,387,31.36,0,32,33
8,1.57,387,31.36,0,31,35
7,1.58,387,31.85,0,30,34
7,1.58,387,31.85,0,28,29
7,1.6,387,31.85,0,25,33
9,1.6,387,32.34,0,30,34
7,1.58,386,31.85,0,0,29
7,1.6,387,31.85,0,23,33
6,1.6,387,31.85,0,28,34
8,1.62,387,31.85,0,30,33
8,1.59,387,31.85,0,31,34
10,1.6,388,31.85,0,33,34
7,1.6,388,31.36,0,0,33
8,1.58,388,31.36,0,27,32
10,1.64,389,31.85,0,27,34
7,1.58,388,31.85,0,28,33
6,1.6,389,31.36,0,27,33
8,1.62,389,31.85,0,35,32
7,1.56,389,31.36,0,30,32
9,1.56,389,31.85,0,0,35
8,1.56,389,31.36,0,27,34
8,1.59,388,31.36,0,28,33
6,1.57,388,31.85,0,33,36
8,1.59,388,31.36,0,31,34
7,1.59,389,31.36,0,0,33
9,1.59,389,31.85,0,30,32
7,1.59,389,31.36,0,25,33
6,1.56,389,31.85,0,33,31
8,1.58,389,31.85,0,30,33
7,1.6,389,31.85,0,32,34
8,1.57,389,31.85,0,30,35
7,1.56,389,31.36,0,30,34
8,1.58,390,31.85,0,28,33
7,1.6,389,31.85,0,28,33
7,1.56,389,31.85,0,32,34
7,1.57,389,31.36,0,29,32
8,1.59,389,31.36,0,34,32
7,1.58,390,31.36,0,32,31
7,1.61,390,31.36,0,30,32
8,1.57,390,31.36,0,25,31
9,1.57,390,31.36,0,33,32
9,1.57,391,30.87,0,34,33
7,1.59,391,32.34,0,30,34
9,1.57,390,31.36,0,26,32
8,1.59,391,31.85,0,26,33
8,1.59,391,31.85,0,32,32
7,1.63,391,31.36,0,31,30
7,1.6,391,31.85,0,31,33
6,1.58,391,31.36,0,30,33
8,1.6,391,32.34,0,31,32
8,1.57,391,31.85,0,28,34
8,1.59,391,31.85,0,32,34
7,1.58,391,31.36,0,31,33
8,1.56,391,31.85,0,27,34
8,1.59,390,31.36,0,29,34
7,1.56,391,32.34,0,33,33
7,1.57,390,31.85,0,41,33
5,1.6,391,31.85,0,29,33
8,1.56,391,31.85,0,33,35
7,1.56,391,31.85,0,29,33
7,1.53,391,31.36,0,39,33
8,1.58,391,31.36,0,27,31
7,1.52,391,31.85,0,30,34
8,1.58,391,31.36,0,36,32
9,1.56,391,31.85,0,32,33
6,1.6,390,31.36,0,23,32
8,1.56,391,31.36,0,28,36
7,1.56,391,31.36,0,33,32
8,1.57,392,32.83,0,30,34
7,1.56,392,31.85,0,30,33
8,1.52,392,31.36,0,32,36
8,1.55,392,31.36,0,30,33
5,1.57,392,31.36,0,0,33
8,1.58,392,31.85,0,25,33
7,1.56,393,31.36,0,29,34
6,1.56,393,30.87,0,33,31
8,1.55,393,31.36,0,31,33
7,1.56,392,31.36,0,25,33
7,1.57,392,31.36,0,31,36
8,1.59,393,31.85,0,29,33
7,1.58,393,32.34,0,36,33
7,1.56,393,31.36,0,28,34
8,1.58,393,31.36,0,33,34
7,1.54,393,31.36,0,27,33
7,1.57,393,31.36,0,30,33
7,1.56,394,31.36,0,35,33
10,1.55,393,31.85,0,33,34
8,1.51,394,31.85,0,28,33
7,1.56,393,31.36,0,31,34
9,1.56,394,31.85,0,32,34
7,1.56,393,32.34,0,28,35
7,1.54,393,31.85,0,27,33
7,1.57,393,31.85,0,29,33
7,1.55,393,30.87,0,32,33
7,1.59,393,30.87,0,32,34
8,1.53,393,31.36,0,31,33
7,1.56,393,31.36,0,30,32
7,1.55,393,31.36,0,28,34
7,1.54,393,31.36,0,33,33
9,1.56,394,31.85,0,24,31
6,1.59,394,31.36,0,29,33
8,1.56,394,31.36,0,30,33
7,1.52,394,31.85,0,29,32
6,1.55,394,31.36,0,35,33
7,1.56,394,31.36,0,34,33
5,1.56,394,31.85,0,30,33
7,1.54,394,31.36,0,27,32
7,1.55,395,31.36,0,29,33
8,1.57,395,31.36,0,29,33
7,1.56,395,31.85,0,0,34
8,1.51,395,31.36,0,32,34
7,1.56,396,31.36,0,29,32
6,1.56,396,31.85,0,29,33
6,1.54,395,31.36,0,31,33
6,1.55,396,31.36,0,35,35
7,1.56,395,31.36,0,29,33
7,1.52,396,30.87,0,34,32
8,1.55,395,31.85,0,29,34
8,1.6,396,31.36,0,35,35
8,1.56,396,30.87,0,26,33
7,1.54,396,31.36,0,31,32
7,1.49,396,31.36,0,30,36
8,1.52,395,31.85,0,28,34
7,1.54,395,31.85,0,32,35
8,1.57,396,31.36,0,29,35
8,1.52,395,31.85,0,30,31
9,1.49,396,31.85,0,34,34
7,1.53,395,31.36,0,32,33
8,1.53,396,31.36,0,25,31
8,1.53,396,31.85,0,31,33
8,1.54,396,31.85,0,34,34
7,1.52,396,31.85,0,39,32
7,1.52,396,31.36,0,30,34
7,1.54,396,31.36,0,33,32
6,1.53,396,31.85,0,29,33
7,1.53,396,32.34,0,27,32
6,1.52,396,31.36,0,33,33
6,1.52,396,31.36,0,34,35
8,1.54,397,31.36,0,34,33
9,1.52,396,31.36,0,32,34
8,1.53,396,31.85,0,34,33
8,1.52,396,31.36,0,34,34
5,1.48,397,31.85,0,33,32
7,1.48,396,31.85,0,2,33
6,1.52,397,31.85,0,32,33
9,1.56,397,30.38,0,29,34
8,1.52,397,31.36,0,31,33
9,1.52,397,31.85,0,31,34
7,1.5,397,31.36,0,32,32
7,1.53,396,31.36,0,32,34
8,1.54,396,31.36,0,40,35
7,1.52,396,31.36,0,32,34
7,1.53,397,31.36,0,31,32
6,1.51,396,31.85,0,31,32
8,1.52,397,31.36,0,33,33
6,1.52,397,32.34,0,41,32
7,1.51,397,31.36,0,31,34
7,1.51,397,31.36,0,32,35
6,1.6,398,31.36,0,34,34
7,1.53,398,31.85,0,33,30
8,1.51,398,32.34,0,37,33
7,1.47,397,32.34,0,32,32
7,1.52,398,31.85,0,34,34
10,1.51,397,31.85,0,30,33
8,1.5,398,31.36,0,34,36
7,1.52,398,31.36,0,30,35
8,1.54,398,31.85,0,31,34
7,1.49,398,31.85,0,30,32
7,1.5,398,31.85,0,31,33
9,1.52,398,31.36,0,24,30
8,1.51,399,31.85,0,30,33
6,1.5,398,31.85,0,31,32
8,1.47,398,30.87,0,25,33
6,1.47,398,31.85,0,28,32
8,1.49,399,31.85,0,24,33
7,1.43,398,30.87,0,31,33
8,1.45,398,31.36,0,39,34
7,1.45,399,31.36,0,33,34
7,1.48,398,31.36,0,29,34
9,1.45,398,31.36,0,27,33
7,1.44,398,31.36,0,32,33
8,1.44,398,31.36,0,33,32
7,1.41,397,31.36,0,30,34
8,1.45,398,31.85,0,32,34
7,1.45,398,32.34,0,32,33
7,1.42,399,31.36,0,31,34
7,1.43,399,31.36,0,29,33
7,1.43,399,31.85,0,31,33
8,1.41,399,31.36,0,34,33
7,1.45,399,31.36,0,32,33
7,1.42,400,31.36,0,30,31
8,1.4,399,32.34,0,35,33
10,1.42,399,31.36,0,32,33
5,1.41,399,32.34,0,33,32
8,1.41,399,32.83,0,30,33
8,1.43,399,31.36,0,28,32
7,1.42,399,31.85,0,35,32
7,1.41,399,31.85,0,29,35
7,1.45,399,32.34,0,31,34
7,1.41,400,31.36,0,29,34
7,1.41,400,31.85,0,32,32
6,1.41,400,31.36,0,28,33
7,1.42,400,31.36,0,25,32
6,1.42,400,31.36,0,35,34
8,1.42,400,31.85,0,28,32
8,1.42,400,31.36,0,32,33
7,1.45,400,31.85,0,28,33
7,1.41,400,31.85,0,30,34
7,1.39,400,31.36,0,33,33
7,1.38,400,31.36,0,31,31
7,1.38,400,31.85,0,31,32
9,1.36,400,31.36,0,30,35
8,1.34,400,31.36,0,25,32
8,1.38,400,31.36,0,31,32
8,1.34,400,31.36,0,30,34
7,1.35,400,31.36,0,33,32
7,1.35,400,31.85,0,28,33
6,1.36,401,31.36,0,0,33
7,1.35,401,31.85,0,27,33
6,1.34,401,31.36,0,31,35
7,1.37,401,31.36,0,29,32
8,1.33,401,30.87,0,28,33
6,1.3,401,31.85,0,33,31
8,1.32,401,31.36,0,31,31
8,1.33,401,31.36,0,32,36
9,1.35,401,31.85,0,27,33
8,1.33,402,31.36,0,31,34
7,1.33,402,30.38,0,34,33
8,1.32,402,31.85,0,28,32
8,1.31,402,31.85,0,32,33
8,1.3,402,31.85,0,31,32
7,1.25,402,31.85,0,33,32
8,1.29,403,31.36,0,36,33
9,1.28,403,31.36,0,31,34
8,1.27,402,31.36,0,33,33
7,1.3,402,31.36,0,31,32
7,1.27,403,31.85,0,33,36
7,1.27,403,32.34,0,31,33
9,1.25,402,31.85,0,29,36
7,1.22,402,32.34,0,27,35
6,1.25,402,31.85,0,35,32
7,1.24,403,31.36,0,32,7
8,1.27,402,31.36,0,35,33
5,1.27,403,30.87,0,29,36
8,1.28,403,31.36,0,38,33
7,1.26,403,31.85,0,28,32
7,1.25,404,31.85,0,31,31
7,1.25,404,31.85,0,27,33
7,1.25,404,31.85,0,33,33
5,1.19,404,31.85,0,33,33
9,1.24,404,31.36,0,30,35
8,1.27,403,31.36,0,29,32
7,1.27,404,31.85,0,30,33
6,1.21,404,31.36,0,33,34
8,1.24,404,32.83,0,35,33
7,1.22,405,31.85,0,31,35
10,1.24,405,31.85,0,27,33
6,1.22,404,31.85,0,32,35
7,1.22,404,31.36,0,30,32
9,1.22,404,31.85,0,32,34
6,1.26,404,32.34,0,32,27
7,1.22,404,31.36,0,36,33
5,1.2,404,31.85,0,30,33
8,1.19,404,31.85,0,30,34
7,1.22,405,30.38,0,31,33
8,1.2,404,32.34,0,28,32
7,1.21,404,31.85,0,27,33
8,1.2,404,31.85,0,28,8
8,1.2,404,31.36,0,34,35
6,1.18,404,32.34,0,29,34
8,1.19,404,31.85,0,33,36
7,1.17,404,31.36,0,29,33
7,1.18,403,31.36,0,28,35
8,1.17,404,31.85,0,38,34
7,1.17,404,31.85,0,27,32
6,1.17,404,32.34,0,29,34
6,1.15,404,32.34,0,30,33
7,1.15,404,31.36,0,24,31
8,1.17,404,31.36,0,24,32
7,1.17,404,31.85,0,33,34
7,1.17,404,32.34,0,0,29
7,1.19,404,31.36,0,31,34
8,1.14,405,31.36,0,32,34
7,1.14,404,31.36,0,23,33
6,1.17,404,31.85,0,30,32
7,1.13,404,31.36,0,36,33
8,1.13,404,32.34,0,28,33
7,1.12,405,31.36,0,27,33
7,1.13,405,31.36,0,30,33
7,1.1,406,31.36,0,31,32
8,1.09,405,31.85,0,29,33
8,1.09,405,31.36,0,29,34
5,1.09,405,31.85,0,28,35
7,1.07,406,32.34,0,31,34
8,1.09,405,31.85,0,29,31
7,1.11,406,32.34,0,31,35
7,1.09,405,31.85,0,30,34
6,1.09,405,31.36,0,33,33
7,1.08,405,31.85,0,28,33
6,1.05,405,31.36,0,27,35
8,1.07,406,31.85,0,23,33
8,1.05,406,31.85,0,30,33
6,1.03,406,31.36,0,36,34
7,1.02,406,31.85,0,27,32
7,1.01,407,31.85,0,35,31
8,1,406,30.38,0,30,33
7,0.98,406,31.36,0,30,33
5,0.98,406,31.85,0,27,33
7,0.98,406,31.36,0,31,32
8,0.97,404,31.36,0,25,32
8,0.97,406,30.87,0,27,33
7,0.96,406,31.36,0,29,33
7,0.98,406,31.36,0,36,33
8,0.97,406,31.36,0,28,32
6,0.97,406,31.36,0,26,33
7,0.96,406,31.36,0,29,32
8,0.98,407,31.36,0,31,34
8,0.96,407,32.34,0,28,33
6,0.97,406,31.36,2,33,32
8,0.94,407,31.85,0,31,33
7,0.93,406,31.85,0,29,34
7,0.91,406,31.36,0,27,34
8,0.91,406,31.85,0,30,34
8,0.91,407,32.34,1,25,34
8,0.92,407,31.85,2,32,32
7,0.88,406,31.36,6,29,33
7,0.88,406,31.36,0,28,33
7,0.87,406,31.36,0,32,32
9,0.88,407,31.85,1,29,33
8,0.88,407,31.36,0,33,33
7,0.85,408,31.85,0,29,34
7,0.87,407,31.85,0,36,33
7,0.85,407,31.85,0,29,34
8,0.85,407,31.36,0,25,33
7,0.81,407,31.85,1,27,33
7,0.85,407,31.85,0,35,30
7,0.82,408,31.36,0,29,34
9,0.81,408,31.85,0,28,34
8,0.78,408,31.85,2,32,33
6,0.78,408,31.36,5,30,32
7,0.78,407,31.36,0,23,32
8,0.76,407,31.85,6,28,33
7,0.77,407,31.85,7,28,34
8,0.75,408,31.85,3,31,33
5,0.74,408,31.85,8,29,35
8,0.76,408,31.36,10,30,34
8,0.74,407,31.36,12,28,32
8,0.71,408,31.36,17,25,33
7,0.74,407,31.85,14,0,33
7,0.73,407,31.36,17,27,34
7,0.71,407,31.85,18,31,35
8,0.71,407,31.85,3,29,32
9,0.74,408,31.36,15,30,34
8,0.75,408,30.87,17,28,33
8,0.73,407,31.36,15,30,33
8,0.73,407,31.85,14,33,33
7,0.74,407,31.85,15,29,36
7,0.74,407,31.85,19,28,33
7,0.73,407,31.36,19,31,33
6,0.74,407,31.36,15,29,34
8,0.72,408,31.36,17,25,33
7,0.77,407,31.85,3,30,30
7,0.71,407,31.85,18,36,33
8,0.7,407,31.36,18,31,33
7,0.68,408,32.34,15,32,34
7,0.74,408,31.36,17,32,31
10,0.7,408,31.36,14,29,32
8,0.73,408,31.85,17,31,33
7,0.71,408,31.36,18,29,34
6,0.71,408,31.36,18,24,33
7,0.72,408,31.36,0,30,36
9,0.7,408,31.36,0,31,34
7,0.7,408,32.34,0,34,33
7,0.66,408,31.36,0,31,33
7,0.68,408,31.36,0,23,33
8,0.66,408,31.36,0,29,33
7,0.66,408,31.36,0,29,33
7,0.63,408,31.85,0,26,33
8,0.66,407,31.36,1,29,32
6,0.65,408,31.85,0,34,34
7,0.64,408,32.83,0,30,32
6,0.65,408,31.85,0,23,33
6,0.66,407,31.85,0,30,33
8,0.62,408,32.34,0,28,33
7,0.63,408,31.36,0,30,32
9,0.61,407,31.85,0,30,32
7,0.62,408,32.34,0,30,34
8,0.61,407,31.36,0,31,35
7,0.58,407,31.36,0,33,33
6,0.58,408,31.36,0,30,34
8,0.56,408,31.36,0,27,33
7,0.58,408,31.85,0,31,34
8,0.56,408,31.85,0,30,33
10,0.55,408,31.85,0,34,32
8,0.51,408,31.36,0,29,35
8,0.52,409,32.34,0,28,32
7,0.54,408,31.85,0,32,34
7,0.5,409,31.85,0,29,33
7,0.48,409,31.85,0,33,33
8,0.49,409,31.36,0,28,36
7,0.48,409,31.36,0,32,33
5,0.48,409,31.36,0,35,34
8,0.43,408,31.85,0,29,30
7,0.45,408,31.85,16,32,35
7,0.48,408,31.85,15,29,34
7,0.45,408,31.36,11,35,33
6,0.42,408,31.36,0,28,34
8,0.42,409,31.36,0,29,34
8,0.41,409,31.36,0,29,34
8,0.41,408,31.36,0,31,33
7,0.41,408,31.36,0,25,33
8,0.39,408,31.36,0,30,33
7,0.37,408,32.34,0,28,33
7,0.4,408,31.85,0,26,33
7,0.38,408,31.36,0,29,29
8,0.35,408,32.34,0,0,33
7,0.34,408,31.36,0,30,34
7,0.33,408,30.87,0,25,33
8,0.3,408,32.34,0,29,33
8,0.32,408,31.36,0,30,32
6,0.32,408,30.87,0,34,33
7,0.24,408,31.85,0,24,32
8,0.25,409,31.85,0,31,33
7,0.2,409,32.34,0,23,32
6,0.21,409,31.85,0,28,33
9,0.2,409,31.36,0,33,34
8,0.2,409,31.85,0,29,32
7,0.16,409,31.36,0,30,33
8,0.16,409,31.36,0,30,35
7,0.18,409,31.85,0,29,33
8,0.17,409,31.36,0,24,34
7,0.16,409,31.36,1,31,32
8,0.19,410,31.85,0,32,33
7,0.16,410,31.85,0,28,32
7,0.16,410,31.85,0,28,33
8,0.16,410,31.36,13,27,31
7,0.15,410,31.36,0,27,33
7,0.14,410,31.85,0,28,33
8,0.16,410,30.87,0,29,35
7,0.16,410,30.87,0,32,33
6,0.15,411,31.36,0,28,33
6,0.16,410,31.85,0,27,34
8,0.16,410,32.34,0,26,32
4,0.18,410,31.85,0,28,33
8,0.17,409,31.85,0,28,33
6,0.19,410,31.36,0,27,33
9,0.23,410,31.36,0,30,34
8,0.23,410,31.85,0,31,33
7,0.21,410,31.36,0,29,33
8,0.21,411,31.85,0,37,34
7,0.2,411,31.85,0,29,32
8,0.23,411,31.36,0,25,34
8,0.23,411,31.85,0,25,33
7,0.2,411,32.34,0,28,33
5,0.19,411,32.34,0,29,34
8,0.24,411,31.85,0,29,35
6,0.19,411,31.36,0,29,33
7,0.16,411,31.36,0,29,33
8,0.2,411,31.36,0,28,33
8,0.19,411,31.36,0,2,33
8,0.2,410,31.36,0,30,33
7,0.18,411,32.34,0,34,34
6,0.19,410,31.85,0,30,34
7,0.23,411,31.85,0,34,32
2,0.21,411,31.85,0,0,35
8,0.16,412,31.36,0,30,34
7,0.16,411,31.36,0,30,34
7,0.16,412,31.36,0,30,33
8,0.16,411,31.36,0,30,34
8,0.14,412,31.36,0,0,35
8,0.13,411,31.36,0,30,33
7,0.12,411,31.85,0,31,32
8,0.1,411,31.36,0,28,32
8,0.09,410,31.36,0,30,34
7,0.1,411,31.36,0,28,35
8,0.09,411,31.36,0,29,33
7,0.07,411,31.85,0,32,33
8,0.05,412,31.85,0,33,32
5,0.05,411,31.85,0,27,34
7,0.08,412,31.36,2,39,35
9,0.05,412,30.87,0,28,33
8,0.05,412,31.36,0,25,32
7,0.07,412,31.36,0,25,32
7,0.07,413,31.36,0,28,34
7,0.06,412,31.36,0,28,32
7,0.08,412,31.85,0,33,33
7,0.09,412,32.34,0,25,34
6,0.07,412,32.34,0,25,33
7,0.09,412,31.85,0,39,34
8,0.09,413,31.36,0,30,33
7,0.07,412,31.85,0,37,30
8,0.08,412,31.36,0,37,31
7,0.08,413,31.85,0,30,34
8,0.08,412,31.85,0,27,33
8,0.06,413,31.85,0,30,32
7,0.09,412,31.36,0,29,36
8,0.06,412,31.36,0,28,33
7,0.08,413,31.85,0,31,32
7,0.07,412,31.85,0,32,34
6,0.08,413,31.85,0,29,34
7,0.09,412,31.85,0,34,35
7,0.08,412,31.36,0,29,34
5,0.09,411,31.36,8,30,32
7,0.08,412,31.85,15,33,34
9,0.09,412,31.36,18,27,34
7,0.09,412,31.85,8,25,36
8,0.09,412,31.85,18,30,33
6,0.09,413,31.85,4,34,31
7,0.1,412,31.85,0,28,33
7,0.09,413,30.38,0,29,7
8,0.09,413,31.36,8,28,32
7,0.09,413,31.36,0,34,33
8,0.09,413,31.85,0,30,33
7,0.09,413,31.36,3,26,34
8,0.09,413,31.36,0,26,34
10,0.09,413,31.36,1,27,33
8,0.08,413,31.85,0,30,34
6,0.09,413,30.38,0,0,34
8,0.09,413,31.36,0,28,33
6,0.1,413,31.85,0,27,34
7,0.09,413,31.36,0,26,32
8,0.09,413,31.36,1,30,33
7,0.09,413,31.36,3,28,35
6,0.1,413,31.36,2,31,33
7,0.09,413,31.36,2,34,36
7,0.09,413,31.36,1,28,34
6,0.09,413,31.85,2,31,34
7,0.1,413,31.36,3,30,36
6,0.07,413,31.36,2,28,31
8,0.09,413,31.36,1,27,35
7,0.09,412,31.85,3,25,32
7,0.09,412,31.36,2,31,35
8,0.08,413,32.34,6,33,33
8,0.08,412,31.36,3,30,33
8,0.09,413,31.85,15,0,32
7,0.08,413,31.36,1,26,34
10,0.09,413,31.85,7,27,32
8,0.06,412,31.85,8,24,34
7,0.08,413,31.36,8,29,33
9,0.08,412,32.34,6,29,33
9,0.05,413,31.85,3,27,32
7,0.08,412,31.36,7,39,33
5,0.08,413,32.34,3,33,34
7,0.08,412,31.36,8,30,32
7,0.07,412,31.85,7,28,34
7,0.05,412,31.85,5,31,32
8,0.09,413,31.36,14,35,7
7,0.07,412,31.36,10,28,33
8,0.05,412,31.36,6,31,35
8,0.05,413,31.36,8,39,34
6,0.05,413,30.87,10,29,34
6,0.07,413,31.85,10,31,31
8,0.07,413,31.36,8,31,33
7,0.05,413,32.34,11,33,33
8,0.05,413,32.34,5,29,33
7,0.07,413,31.36,8,30,34
7,0.06,413,31.85,11,28,31
8,0.05,414,30.38,10,25,33
8,0.05,413,32.34,8,31,33
6,0.05,413,31.36,13,31,33
8,0.06,413,31.85,6,27,33
8,0.05,413,31.36,0,31,36
7,0.05,413,31.85,0,28,33
8,0.06,413,31.85,0,32,7
7,0.05,414,31.85,0,30,34
7,0.08,414,31.36,0,28,34
6,0.07,414,31.36,0,31,33
7,0.05,414,31.36,0,29,33
6,0.08,414,31.85,12,6,32
7,0.08,414,32.34,11,28,33
7,0.07,414,31.36,7,35,32
8,0.06,414,31.36,13,26,34
6,0.06,414,31.85,11,28,33
8,0.07,414,31.85,5,24,36
8,0.07,414,31.36,4,29,32
6,0.07,415,31.85,2,29,34
7,0.07,415,31.85,0,28,33
7,0.09,415,31.36,6,28,34
7,0.05,414,31.36,0,30,33
7,0.06,414,31.36,9,28,33
7,0.07,414,31.36,8,24,33
6,0.05,414,31.85,12,30,33
5,0.02,414,31.85,0,35,36
7,0,415,31.85,0,32,33
7,0,415,32.34,14,28,34
8,0,414,31.36,18,30,33
7,0,414,31.85,2,27,33
8,0,414,31.85,12,34,31
8,0,414,31.85,14,28,32
8,0,414,31.85,12,30,34
8,0,414,31.36,0,34,33
8,0,414,31.36,0,27,33
6,0,414,31.85,0,33,31
5,0.03,414,31.85,0,27,33
7,0,414,31.36,0,28,32
5,0,414,32.34,0,0,33
8,0,414,31.85,0,26,34
7,0,414,31.85,0,0,32
7,0,415,32.34,0,36,34
7,0,415,32.34,0,25,33
7,0,414,31.36,0,33,33
8,0,415,31.36,0,27,34
6,0,415,31.36,0,27,32
8,0,415,31.85,0,29,34
7,0,415,31.36,0,27,35
8,0,415,31.36,0,29,34
6,0,415,30.87,0,27,32
7,0,415,31.85,0,24,33
8,0,416,31.85,0,29,32
8,0.04,415,31.85,0,26,33
8,0,415,31.36,0,30,33
7,0,415,31.85,0,29,32
7,0,415,31.85,0,38,33
6,0,415,31.85,0,28,8
6,0,415,32.83,0,34,33
7,0,415,31.36,0,29,33
8,0,415,31.36,0,27,33
8,0.06,415,31.36,0,23,33
8,0,414,31.36,0,30,35
8,0,415,31.85,0,28,33
8,0,414,31.36,0,32,33
7,0,415,31.85,0,27,35
8,0,415,31.85,0,26,34
6,0,415,31.36,0,30,33
6,0,415,31.36,0,28,33
5,0.02,415,31.85,0,30,33
7,0.01,415,31.36,0,27,30
6,0.01,415,31.36,0,28,33
8,0,415,31.85,0,34,31
7,0,416,31.36,0,29,33
6,0,415,31.36,0,29,33
7,0,415,31.85,0,25,32
6,0.01,415,31.36,0,28,34
6,0.06,415,31.36,0,29,35
7,0,415,31.36,0,28,33
6,0,415,31.36,0,30,32
7,0,416,32.34,0,0,33
8,0,415,31.85,0,28,32
7,0,416,31.36,0,28,33
7,0.01,416,31.36,0,25,33
5,0,416,31.85,0,27,30
8,0.02,415,31.85,0,38,32
8,0,415,31.36,0,28,33
9,0,415,30.38,0,25,31
8,0,416,31.85,0,30,34
6,0,415,31.85,0,29,36
6,0,415,31.36,0,34,33
7,0.01,415,31.36,0,30,31
5,0,415,31.85,0,35,33
6,0,415,31.85,0,28,34
7,0,415,31.85,0,33,34
8,0,415,31.85,0,32,34
8,0,415,31.36,0,28,33
8,0,415,31.85,0,26,33
8,0,416,31.85,0,28,34
8,0,415,31.36,0,30,31
6,0,415,31.36,0,31,32
6,0,415,31.36,0,28,33
8,0.01,415,31.36,0,38,32
7,0,415,31.36,0,28,31
7,0,415,31.85,0,30,33
8,0,415,31.85,0,30,33
4,0,415,31.36,0,35,34
7,0,415,31.85,0,32,33
7,0,415,31.85,0,30,32
7,0,416,31.36,0,34,34
7,0.02,416,31.85,0,29,34
8,0,414,31.36,0,26,33
8,0,416,31.85,0,31,33
7,0,416,30.87,0,29,34
9,0,415,31.85,0,35,33
7,0,415,31.36,0,31,30
6,0,414,31.36,0,35,34
6,0,415,31.36,0,28,34
7,0,415,31.85,0,31,33
6,0,415,31.36,0,32,33
7,0,414,31.85,0,29,31
8,0,415,31.85,0,26,34
8,0,414,31.85,0,30,32
6,0,414,31.36,0,0,7
6,0,415,31.85,0,27,33
7,0,415,31.85,0,30,31
7,0.01,415,31.85,0,33,34
6,0,414,31.36,0,32,32
6,0,415,31.36,0,32,28
6,0,415,31.85,0,30,34
7,0,415,31.36,0,25,35
7,0,415,30.38,0,32,34
8,0,416,31.36,0,29,34
8,0,416,31.85,0,30,32
